kepoi_name,kepler_name,kepid,ra,dec,koi_period,koi_prad,koi_teq,koi_steff,koi_srad,koi_kepmag,koi_disposition
"K04943.01",,2555080,286.094700,37.846722,15.2024426,113.97,2955.0,3984.00,41.3670,13.297,"CANDIDATE"
"K05066.01",,4471313,293.511750,39.528271,110.089267,2.4,322.0,5465.00,0.7500,15.792,"CANDIDATE"
"K05067.01",,4478142,295.186800,39.575691,219.931324,2.3,279.0,5557.00,0.9120,14.254,"CANDIDATE"
"K05068.01",,4484179,296.422700,39.579391,385.29212,1.57,290.0,6440.00,1.0530,13.086,"CANDIDATE"
"K05188.01",,5650930,299.283360,40.834389,455.195496,2.09,290.0,6478.00,1.2090,12.376,"CANDIDATE"
"K05192.01",,5697395,289.227290,40.949490,50.55398,0.94,367.0,4895.00,0.6870,14.867,"CANDIDATE"
"K05329.01",,6805414,298.644930,42.285831,200.2350497,10.99,325.0,6108.00,0.9970,15.392,"CANDIDATE"
"K05331.01",,6869373,293.667720,42.320541,31.5034587,1.17,484.0,5269.00,0.8230,15.164,"CANDIDATE"
"K05332.01",,6875342,295.238250,42.322361,22.2381062,1.09,702.0,6192.00,1.0550,14.296,"CANDIDATE"
"K05333.01",,6879183,296.106480,42.354279,20.5477769,1.67,690.0,5922.00,1.0570,15.529,"CANDIDATE"
"K05071.01",,4566848,293.164760,39.631561,180.4118581,8.86,329.0,6032.00,0.9730,15.656,"CANDIDATE"
"K05196.01",,5734702,298.926670,40.970451,392.47291,5.46,442.0,6626.00,2.7040,12.361,"CANDIDATE"
"K04958.01",,2861298,293.318630,38.005466,581.729006,2.74,308.0,5765.00,2.0050,12.362,"CANDIDATE"
"K05079.01",,4737848,289.096190,39.827278,56.001782,1.54,584.0,6116.00,1.3320,13.228,"CANDIDATE"
"K05083.01",,4750962,293.055360,39.840069,69.932459,8.25,812.0,5207.00,5.1830,13.809,"CANDIDATE"
"K05202.01",,5793275,292.559510,41.090012,535.93723,1.83,227.0,6014.00,0.9580,14.679,"CANDIDATE"
"K05205.01",,5857656,284.660220,41.108940,313.051405,2.91,310.0,6218.00,1.1850,12.842,"CANDIDATE"
"K05207.01",,5859725,285.689120,41.189610,18.9828305,0.72,707.0,5962.00,1.0350,13.048,"CANDIDATE"
"K05320.01",,6719052,298.453220,42.110100,357.437578,3.13,422.0,7610.00,1.8620,13.723,"CANDIDATE"
"K05321.01",,6721603,298.956540,42.156315,215.634356,1.92,404.0,6163.00,1.5680,13.793,"CANDIDATE"
"K05322.01",,6756369,283.972930,42.276588,30.928898,8.1,1051.0,5029.00,5.1270,13.907,"CANDIDATE"
"K05324.01",,6765563,287.906860,42.208721,293.392635,6.84,428.0,5203.00,3.0550,13.705,"CANDIDATE"
"K05327.01",,6776555,291.556670,42.214169,5.43361347,2.09,548.0,3694.00,0.5660,15.808,"CANDIDATE"
"K04960.01",,2992634,292.078030,38.153831,47.82278681,,,,,14.395,"CANDIDATE"
"K04961.01",,3001955,294.084500,38.156319,348.96347,2.04,198.0,4823.00,0.7920,15.325,"CANDIDATE"
"K04963.01",,3101178,287.046880,38.231617,59.4037839,1.65,570.0,6373.00,1.2090,11.679,"CANDIDATE"
"K04967.01",,3239171,292.470340,38.394341,43.581043,1.94,558.0,6225.00,1.0310,15.630,"CANDIDATE"
"K05085.01",,4761427,295.625790,39.824638,327.063,2.82,248.0,5750.00,0.8820,15.941,"CANDIDATE"
"K05087.01",,4770798,297.509190,39.888020,651.07431,1.55,234.0,5696.00,1.2610,12.524,"CANDIDATE"
"K05088.01",,4813750,283.678190,39.964279,49.1782244,1.79,468.0,5674.00,0.8390,15.527,"CANDIDATE"
"K05092.01",,4833409,291.108250,39.955681,271.790292,2.38,354.0,6484.00,1.3200,13.887,"CANDIDATE"
"K05211.01",,5946568,287.008360,41.289101,3.5645249,0.6,1029.0,5435.00,0.8240,12.936,"CANDIDATE"
"K05213.01",,5954894,290.049500,41.250359,48.2455501,0.64,449.0,5441.00,0.8270,12.429,"CANDIDATE"
"K05216.01",,5965629,293.463650,41.290939,377.311149,2.56,243.0,5897.00,0.8910,15.495,"CANDIDATE"
"K05336.01",,6934045,286.797550,42.420910,265.741374,3.24,413.0,6537.00,1.8590,13.491,"CANDIDATE"
"K05337.01",,6939913,289.045720,42.446758,470.65357,2.99,238.0,6039.00,0.9510,15.070,"CANDIDATE"
"K05341.01",,7009548,282.291320,42.545509,15.18575582,2.26,922.0,6311.00,1.3390,12.493,"CANDIDATE"
"K04969.01",,3242039,293.203490,38.341801,59.14382117,,,,,13.815,"CANDIDATE"
"K04972.01",,3340165,290.924100,38.438339,26.092284,1.35,717.0,6346.00,1.2140,13.980,"CANDIDATE"
"K04975.01",,3355104,294.631040,38.404549,47.0628978,4.1,483.0,5838.00,0.8970,15.706,"CANDIDATE"
"K05098.01",,4912650,288.341740,40.096390,100.345648,1.57,325.0,5180.00,0.8000,14.855,"CANDIDATE"
"K05099.01",,4914221,288.930600,40.057339,111.187116,1.51,440.0,5806.00,1.2810,12.709,"CANDIDATE"
"K05219.01",,5981058,297.261810,41.255508,27.765596,1.2,605.0,5897.00,0.9990,15.197,"CANDIDATE"
"K05222.01",,6021840,283.515590,41.335819,367.6758,2.77,271.0,6140.00,1.0480,15.343,"CANDIDATE"
"K05223.01",,6023571,284.348600,41.319389,354.21154,8.41,363.0,4842.00,3.0350,13.682,"CANDIDATE"
"K05224.01",,6025174,285.175630,41.342499,171.028691,2.49,376.0,6123.00,1.2520,14.892,"CANDIDATE"
"K04976.01",,3356156,294.864140,38.480183,624.90338,2.77,320.0,7089.00,1.7290,13.620,"CANDIDATE"
"K04977.01",,3425363,285.529300,38.548141,25.5338535,1.18,410.0,4445.00,0.6350,15.573,"CANDIDATE"
"K04978.01",,3428127,286.590760,38.558300,339.18998,2.75,253.0,5544.00,0.9660,15.278,"CANDIDATE"
"K04981.01",,3441795,290.948460,38.565910,349.73652,2.32,216.0,5310.00,0.7960,15.466,"CANDIDATE"
"K05101.01",,4915582,289.355590,40.068352,436.18813,1.64,331.0,6499.00,1.4970,13.026,"CANDIDATE"
"K05104.01",,4918303,290.124970,40.098381,21.1579573,1.63,682.0,6063.00,1.0120,15.531,"CANDIDATE"
"K05107.01",,4940376,296.018520,40.087151,169.330666,16.68,698.0,5106.00,7.0520,13.743,"CANDIDATE"
"K05226.01",,6034379,289.183720,41.343376,249.35154,4.42,289.0,5780.00,1.0000,13.931,"CANDIDATE"
"K05227.01",,6034834,289.345150,41.364780,371.56492,1.89,259.0,5735.00,0.9720,14.058,"CANDIDATE"
"K05228.01",,6036286,289.815670,41.396439,546.53309,1.03,94.0,3434.00,0.3600,15.347,"CANDIDATE"
"K05229.01",,6038152,290.398620,41.351559,364.63189,2.06,298.0,6446.00,1.1550,14.425,"CANDIDATE"
"K05230.01",,6043490,292.165440,41.329342,330.738115,4.42,375.0,5458.00,2.4530,13.381,"CANDIDATE"
"K05231.01",,6045404,292.740230,41.378960,78.876125,2.03,427.0,6046.00,0.9270,15.819,"CANDIDATE"
"K04986.01",,3540873,290.354800,38.672531,444.04257,1.48,211.0,5776.00,0.7260,14.795,"CANDIDATE"
"K04991.01",,3548645,292.480900,38.654121,211.330867,2.09,300.0,5941.00,0.9110,15.270,"CANDIDATE"
"K05110.01",,4953262,298.760410,40.052792,105.5904748,8.16,670.0,4869.00,4.3830,11.653,"CANDIDATE"
"K05236.01",,6067545,298.397980,41.314892,550.86514,2.06,238.0,5912.00,1.1150,13.093,"CANDIDATE"
"K05237.01",,6115356,289.200160,41.430752,380.39474,1.84,224.0,5772.00,0.7450,15.326,"CANDIDATE"
"K04992.01",,3553900,293.774480,38.654381,12.5747207,1.45,693.0,5654.00,0.7740,15.133,"CANDIDATE"
"K05117.01",,5027859,296.018830,40.108009,33.3726538,1.95,491.0,5504.00,0.7960,15.986,"CANDIDATE"
"K05119.01",,5036052,297.788330,40.130909,143.163697,20.03,741.0,5145.00,7.6530,12.644,"CANDIDATE"
"K05247.01",,6197658,289.525700,41.500488,282.0309,3.22,315.0,6343.00,1.1370,14.810,"CANDIDATE"
"K05248.01",,6198670,289.827090,41.524811,179.25465,1.35,301.0,5692.00,0.8200,15.142,"CANDIDATE"
"K04999.01",,3646449,291.659060,38.712158,65.752109,2,458.0,5816.00,1.0300,15.478,"CANDIDATE"
"K05001.01",,3647097,291.824710,38.779911,59.9655175,1.92,481.0,5729.00,1.1050,14.647,"CANDIDATE"
"K05003.01",,3748239,291.787050,38.863152,112.951287,15.19,783.0,5215.00,6.4280,13.446,"CANDIDATE"
"K05004.01",,3751118,292.557800,38.850300,103.363691,2,385.0,5762.00,1.0220,14.505,"CANDIDATE"
"K05124.01",,5094412,290.298400,40.287842,276.879492,11.67,260.0,5324.00,0.9660,15.772,"CANDIDATE"
"K05126.01",,5110453,294.848020,40.240879,418.04355,13.73,463.0,5110.00,5.4690,13.637,"CANDIDATE"
"K05130.01",,5166811,284.465850,40.314941,370.05918,1.9,206.0,5228.00,0.7510,15.612,"CANDIDATE"
"K05249.01",,6203955,291.505890,41.550388,19.4534296,1.25,744.0,6372.00,1.0150,14.518,"CANDIDATE"
"K05254.01",,6266866,284.591640,41.639271,232.916142,1.2,361.0,5807.00,1.4960,10.926,"CANDIDATE"
"K02150.02",,3229150,289.842860,38.309601,44.7055876,72.59,509.0,5942.00,0.9380,15.253,"CANDIDATE"
"K02422.02",,11360805,296.550050,49.102322,57.3888262,1.88,406.0,5242.00,0.8560,14.803,"CANDIDATE"
"K05006.01",,3757521,294.123690,38.815830,126.51457638,,,,,12.500,"CANDIDATE"
"K05007.01",,3758499,294.367340,38.846889,14.5168151,1.82,1030.0,5934.00,1.8850,13.698,"CANDIDATE"
"K05009.01",,3834728,286.232330,38.991749,359.98653,1.76,200.0,5171.00,0.6770,15.155,"CANDIDATE"
"K05134.01",,5181299,290.099910,40.386581,573.23826,6.93,338.0,5172.00,3.2640,13.815,"CANDIDATE"
"K05135.01",,5184144,290.934360,40.358158,314.765374,2,217.0,5228.00,0.7550,15.578,"CANDIDATE"
"K05262.01",,6309307,298.196960,41.650452,438.98396,32.58,599.0,5053.00,11.7060,12.356,"CANDIDATE"
"K05021.01",,3863877,294.903230,38.956470,288.07937,3.01,269.0,5825.00,0.9650,15.212,"CANDIDATE"
"K05142.01",,5255259,284.546910,40.468529,198.895864,3.33,264.0,5184.00,0.8080,15.805,"CANDIDATE"
"K05264.01",,6346894,285.141720,41.711552,52.69092296,,,,,12.358,"CANDIDATE"
"K05266.01",,6347890,285.620760,41.738060,37.71508287,,,,,15.294,"CANDIDATE"
"K05267.01",,6350031,286.652860,41.756142,5.1779065,2.93,1636.0,5921.00,2.5890,14.326,"CANDIDATE"
"K05268.01",,6359881,290.382230,41.757408,474.22897,2,225.0,5818.00,0.9250,15.322,"CANDIDATE"
"K05269.01",,6359929,290.397950,41.750790,371.50631,2.88,242.0,5696.00,0.9240,15.392,"CANDIDATE"
"K05022.01",,3865815,295.351320,38.927040,117.26808432,,,,,12.501,"CANDIDATE"
"K05027.01",,3955444,291.824460,39.006180,62.312419,6.15,838.0,4999.00,5.6150,13.172,"CANDIDATE"
"K05649.01",,9274092,288.789860,45.727459,426.942225,2.32,187.0,5126.00,0.6690,15.218,"CANDIDATE"
"K05651.01",,9282853,292.642580,45.732342,83.499618,1.72,343.0,5141.00,0.7730,15.726,"CANDIDATE"
"K05652.01",,9292100,296.056670,45.769760,91.507044,1.43,302.0,5040.00,0.6260,14.969,"CANDIDATE"
"K05653.01",,9300066,298.386200,45.764229,188.664098,2.02,232.0,4788.00,0.6720,15.545,"CANDIDATE"
"K05772.01",,10186761,281.320470,47.214809,75.636309,1.32,447.0,6072.00,0.9940,13.825,"CANDIDATE"
"K05775.01",,10191449,284.092500,47.251381,492.23808,2.19,209.0,5609.00,0.8540,15.502,"CANDIDATE"
"K05776.01",,10199984,288.473180,47.247921,198.6004,4.6,458.0,5357.00,2.5220,13.183,"CANDIDATE"
"K05406.01",,7625138,296.659670,43.270290,5.71966537,0.82,1479.0,6356.00,1.8650,11.331,"CANDIDATE"
"K05528.01",,8507586,296.191220,44.542122,201.621794,2.02,309.0,5919.00,0.9230,15.169,"CANDIDATE"
"K05532.01",,8525101,300.835270,44.560661,24.6777128,6.04,1176.0,4995.00,5.0580,13.434,"CANDIDATE"
"K05533.01",,8525286,300.901460,44.597328,113.05980069,,,,,13.430,"CANDIDATE"
"K05654.01",,9304976,299.817720,45.709164,54.6957124,3.28,405.0,5299.00,0.7570,13.823,"CANDIDATE"
"K05656.01",,9330740,286.122470,45.842510,169.84787744,,,,,12.687,"CANDIDATE"
"K05657.01",,9334027,288.029450,45.800098,284.699924,2,293.0,6054.00,1.0280,14.403,"CANDIDATE"
"K05660.01",,9363944,299.035280,45.869289,402.20969,10.03,452.0,4961.00,4.6490,13.660,"CANDIDATE"
"K05782.01",,10272858,291.362950,47.328709,584.55603,6.69,354.0,5208.00,3.6200,11.367,"CANDIDATE"
"K05785.01",,10319834,281.883240,47.416050,70.31252504,,,,,14.942,"CANDIDATE"
"K05787.01",,10339000,291.638920,47.474972,69.775633,1.19,480.0,6224.00,0.9830,14.333,"CANDIDATE"
"K05407.01",,7625143,296.660800,43.275089,58.5029431,1.54,611.0,6525.00,1.4120,13.048,"CANDIDATE"
"K05408.01",,7631138,298.034030,43.228271,415.748785,3.24,283.0,5324.00,1.5340,14.030,"CANDIDATE"
"K05410.01",,7662502,282.981140,43.300407,24.1527864,0.97,701.0,6223.00,1.0950,13.664,"CANDIDATE"
"K05411.01",,7672215,287.937470,43.377659,11.1734401,1.4,1279.0,7372.00,1.7520,13.335,"CANDIDATE"
"K05413.01",,7690782,294.510310,43.322319,428.379308,2,236.0,5574.00,0.9530,14.105,"CANDIDATE"
"K05536.01",,8547213,286.112340,44.657581,392.72811,1.85,226.0,5701.00,0.8150,15.033,"CANDIDATE"
"K05539.01",,8547537,286.291440,44.658772,374.05697,2.34,209.0,5302.00,0.7710,15.583,"CANDIDATE"
"K05541.01",,8548454,286.805660,44.639870,339.633833,2.04,250.0,5823.00,0.9010,14.699,"CANDIDATE"
"K05663.01",,9391817,285.606750,45.990318,140.884533,1.52,392.0,5960.00,1.2130,13.060,"CANDIDATE"
"K05665.01",,9394953,287.354800,45.948662,100.494129,1.33,523.0,6018.00,1.7500,11.484,"CANDIDATE"
"K05666.01",,9397862,289.022550,45.926022,182.453195,1.26,332.0,6164.00,0.9270,13.872,"CANDIDATE"
"K05789.01",,10387792,283.463070,47.554600,383.26217,1.57,203.0,5074.00,0.7610,14.060,"CANDIDATE"
"K05790.01",,10394802,287.291320,47.598251,178.266978,3.71,241.0,4899.00,0.7130,15.518,"CANDIDATE"
"K05794.01",,10453009,283.586120,47.633739,30.9771151,4.3,950.0,5197.00,3.7840,13.785,"CANDIDATE"
"K05795.01",,10459749,287.117610,47.616180,19.11280242,,,,,15.952,"CANDIDATE"
"K05418.01",,7747091,289.728180,43.488239,14.2673439,1.21,657.0,5475.00,0.8370,15.181,"CANDIDATE"
"K05422.01",,7757620,293.415370,43.417610,360.64485255,,,,,13.579,"CANDIDATE"
"K05545.01",,8570210,295.596980,44.613892,541.04472,1.08,206.0,5829.00,0.8020,13.607,"CANDIDATE"
"K05546.01",,8571421,295.972780,44.645088,514.271499,3.01,258.0,6343.00,1.1370,14.848,"CANDIDATE"
"K05547.01",,8574794,296.970700,44.610420,571.14302,2.22,210.0,5751.00,0.9430,14.851,"CANDIDATE"
"K05550.01",,8613769,287.089690,44.792000,540.39267,3.63,206.0,5693.00,0.8560,15.959,"CANDIDATE"
"K05671.01",,9417931,296.973690,45.995209,190.905243,1.73,356.0,6098.00,1.1310,13.574,"CANDIDATE"
"K05677.01",,9456887,288.136840,46.038380,20.5142642,1.14,598.0,5221.00,0.9360,14.900,"CANDIDATE"
"K05796.01",,10470779,292.035220,47.684391,495.854189,2.41,230.0,5613.00,1.0440,14.712,"CANDIDATE"
"K05798.01",,10487228,297.695250,47.605862,318.25858,2.03,212.0,5108.00,0.7590,15.714,"CANDIDATE"
"K05799.01",,10519727,284.436920,47.750332,184.883155,2.82,393.0,5620.00,1.6210,13.609,"CANDIDATE"
"K05800.01",,10525077,287.378080,47.771191,11.006795,1.34,874.0,6091.00,1.0470,15.355,"CANDIDATE"
"K05801.01",,10535708,292.114470,47.729462,177.37583,1.96,314.0,5849.00,0.9190,15.609,"CANDIDATE"
"K05423.01",,7762153,294.819950,43.471111,366.55705,2.63,266.0,5857.00,1.1000,15.200,"CANDIDATE"
"K05425.01",,7767781,296.479060,43.409382,39.42516213,,,,,15.720,"CANDIDATE"
"K05426.01",,7770901,297.290470,43.467789,124.887214,1.78,435.0,6103.00,1.2340,13.701,"CANDIDATE"
"K05552.01",,8644545,298.138640,44.744061,295.958914,2.1,265.0,5505.00,0.9920,13.344,"CANDIDATE"
"K05553.01",,8644911,298.232790,44.756432,120.938669,2.32,333.0,5456.00,0.8430,15.540,"CANDIDATE"
"K05554.01",,8652997,300.391940,44.785320,362.22202,0.96,312.0,6113.00,1.2770,11.189,"CANDIDATE"
"K05556.01",,8656535,301.506560,44.711842,631.99116,1.86,210.0,5594.00,1.0060,13.415,"CANDIDATE"
"K05680.01",,9466486,292.500980,46.037479,557.92882,2.97,300.0,5553.00,1.8440,13.263,"CANDIDATE"
"K05681.01",,9472328,294.690920,46.066620,77.51257,28199.3,702.0,5261.00,3.6300,15.677,"CANDIDATE"
"K05682.01",,9472341,294.694890,46.077000,46.969389,7.45,638.0,5401.00,1.7170,16.224,"CANDIDATE"
"K05684.01",,9475697,295.872920,46.014462,206.801125,24.34,675.0,5048.00,8.6110,11.128,"CANDIDATE"
"K05685.01",,9481235,297.598050,46.043770,14.0019064,17.96,1646.0,4883.00,6.5020,13.814,"CANDIDATE"
"K05805.01",,10552151,297.838900,47.751709,525.757041,11.07,372.0,5277.00,3.9310,14.519,"CANDIDATE"
"K05806.01",,10552263,297.870030,47.771091,313.82752,1.26,272.0,5914.00,0.9730,12.355,"CANDIDATE"
"K05807.01",,10554421,298.496250,47.738918,236.09799849,,,,,14.466,"CANDIDATE"
"K05810.01",,10581308,282.687130,47.816978,425.593391,2.25,278.0,5458.00,1.4410,13.766,"CANDIDATE"
"K05431.01",,7812990,288.418950,43.534599,43.08410127,,,,,13.782,"CANDIDATE"
"K05433.01",,7829836,294.304660,43.509701,237.819002,2.55,302.0,5878.00,1.0350,14.573,"CANDIDATE"
"K05434.01",,7830953,294.646700,43.577499,581.87357,2.96,218.0,5897.00,0.9920,15.738,"CANDIDATE"
"K05435.01",,7836096,296.186650,43.581379,15.9961296,1.71,560.0,4949.00,0.7770,15.951,"CANDIDATE"
"K05437.01",,7881464,288.141420,43.685799,213.63312404,,,,,13.885,"CANDIDATE"
"K05563.01",,8715589,300.000980,44.828499,7.62210397,3.8,1422.0,5222.00,3.1620,13.629,"CANDIDATE"
"K05566.01",,8741367,286.291290,44.920082,0.9886684,3.18,3183.0,6456.00,2.7730,12.551,"CANDIDATE"
"K05688.01",,9532603,294.350340,46.149570,14.5555096,2.03,594.0,5176.00,0.7380,16.897,"CANDIDATE"
"K05689.01",,9534832,295.180970,46.179401,114.12716,2.76,295.0,4816.00,0.8230,15.983,"CANDIDATE"
"K05690.01",,9536727,295.859340,46.117008,17.0497376,45.89,1971.0,5039.00,14.9540,13.582,"CANDIDATE"
"K05692.01",,9575728,285.636290,46.247269,2.64181261,0.59,834.0,4147.00,0.6830,14.137,"CANDIDATE"
"K05829.01",,10802364,293.910370,48.192081,583.8531,1.97,196.0,5591.00,0.8600,14.857,"CANDIDATE"
"K05830.01",,10809888,296.549900,48.186661,72.782432,11.19,924.0,5099.00,7.3170,13.628,"CANDIDATE"
"K05831.01",,10813078,297.451660,48.156910,10.552241908,1.75,485.0,4031.00,0.5850,15.712,"CANDIDATE"
"K05833.01",,10850327,286.591220,48.220268,440.171272,5.97,334.0,6261.00,1.6790,13.014,"CANDIDATE"
"K05834.01",,10855545,289.217320,48.204311,37.537859,1.77,583.0,6095.00,1.0820,15.769,"CANDIDATE"
"K05835.01",,10858504,290.579740,48.214218,474.96952,2.44,249.0,6287.00,0.9620,15.087,"CANDIDATE"
"K05440.01",,7888863,291.076660,43.612080,74.624063,1.75,448.0,6187.00,0.9370,15.335,"CANDIDATE"
"K05446.01",,7917068,299.341030,43.643162,416.9504,7.35,377.0,5751.00,2.6110,12.692,"CANDIDATE"
"K05570.01",,8747910,289.628140,44.942421,574.65297,2.28,196.0,5596.00,0.8210,14.789,"CANDIDATE"
"K05572.01",,8807988,287.061460,45.030430,21.9578446,0.78,533.0,5192.00,0.8020,13.596,"CANDIDATE"
"K05574.01",,8814872,290.307740,45.011410,373.41509,2.55,158.0,4236.00,0.6120,15.850,"CANDIDATE"
"K05694.01",,9579606,287.868990,46.269360,107.904526,1.26,337.0,5565.00,0.8020,14.295,"CANDIDATE"
"K05698.01",,9596820,295.225860,46.220150,282.029084,2.33,363.0,6886.00,1.2870,13.490,"CANDIDATE"
"K05812.01",,10601163,292.329440,47.835629,3.1318392,1.5,1443.0,6070.00,1.1590,14.122,"CANDIDATE"
"K05815.01",,10618044,298.068270,47.867809,207.767894,3.52,379.0,5210.00,1.8490,13.744,"CANDIDATE"
"K05816.01",,10656842,288.132020,47.995541,82.508054,14.04,878.0,4986.00,7.7330,12.594,"CANDIDATE"
"K05817.01",,10658177,288.726440,47.906872,113.083522,1.59,450.0,5903.00,1.4000,13.336,"CANDIDATE"
"K05819.01",,10663976,291.217620,47.952160,381.37504,1.24,212.0,5513.00,0.7290,14.182,"CANDIDATE"
"K05451.01",,7950158,288.036070,43.796139,529.39169,4.4,319.0,5283.00,2.5040,13.156,"CANDIDATE"
"K05577.01",,8841297,299.078310,45.054810,495.51899,2.94,305.0,6043.00,1.6340,13.500,"CANDIDATE"
"K05578.01",,8868481,284.315190,45.132259,388.048463,3,376.0,5779.00,2.4600,11.084,"CANDIDATE"
"K05579.01",,8888745,293.015630,45.166740,34.0269868,1.57,455.0,4999.00,0.8010,15.592,"CANDIDATE"
"K05580.01",,8890417,293.610440,45.160938,173.219879,2.41,405.0,6007.00,1.5180,13.957,"CANDIDATE"
"K05702.01",,9659022,295.694790,46.319328,511.882,2.56,241.0,6141.00,1.0070,15.462,"CANDIDATE"
"K05704.01",,9674789,300.474030,46.332039,96.16705,1.15,313.0,5147.00,0.7160,13.419,"CANDIDATE"
"K05707.01",,9723746,296.940310,46.494099,208.800733,2.88,347.0,6208.00,1.1680,15.239,"CANDIDATE"
"K05821.01",,10678912,296.752780,47.973282,113.71363032,,,,,15.499,"CANDIDATE"
"K05822.01",,10685764,298.742160,47.945278,17.634272,1.69,842.0,4885.00,1.9790,12.310,"CANDIDATE"
"K05825.01",,10737437,294.285030,48.059448,208.047137,2.05,363.0,5991.00,1.2000,13.934,"CANDIDATE"
"K05826.01",,10747162,297.390930,48.039280,30.561533,1.53,379.0,4294.00,0.6640,15.871,"CANDIDATE"
"K05455.01",,7979297,297.754940,43.789261,292.09809,2.09,267.0,5955.00,0.8830,15.003,"CANDIDATE"
"K05457.01",,8005002,280.342190,43.833340,578.21623,3.54,328.0,5166.00,3.2440,11.619,"CANDIDATE"
"K05458.01",,8007174,281.827700,43.808689,56.648588,2.19,377.0,5023.00,0.7820,15.602,"CANDIDATE"
"K05459.01",,8009811,283.373840,43.801361,53.554546,3.1,769.0,6039.00,2.6220,11.470,"CANDIDATE"
"K05461.01",,8016650,286.924260,43.829430,119.079642,17.89,795.0,4849.00,8.9840,13.468,"CANDIDATE"
"K05583.01",,8915379,300.955900,45.111080,20.5858591,1.31,586.0,5523.00,0.7530,15.306,"CANDIDATE"
"K05585.01",,8937555,285.099980,45.238110,113.573945,3.45,496.0,5155.00,2.2330,12.397,"CANDIDATE"
"K05588.01",,8946267,289.333400,45.242641,542.91133,2.27,199.0,5583.00,0.8240,15.373,"CANDIDATE"
"K05712.01",,9776907,294.404690,46.565720,287.75613,3.4,215.0,4965.00,0.7810,16.925,"CANDIDATE"
"K05715.01",,9832379,292.388180,46.615101,189.961729,1.93,260.0,5335.00,0.7420,15.713,"CANDIDATE"
"K05836.01",,10865043,293.454590,48.227852,202.18722766,,,,,13.762,"CANDIDATE"
"K05837.01",,10878117,297.914700,48.224411,280.92070688,,,,,15.261,"CANDIDATE"
"K05839.01",,10879899,298.477450,48.222031,169.415073,2.32,413.0,6362.00,1.3780,12.427,"CANDIDATE"
"K05842.01",,10933306,297.194240,48.322891,57.7749373,1.85,524.0,6277.00,1.0970,14.753,"CANDIDATE"
"K05467.01",,8040308,295.659580,43.858250,502.8356901,,,,,15.195,"CANDIDATE"
"K05468.01",,8040457,295.701080,43.825218,81.704814,1.65,442.0,6099.00,0.9500,14.794,"CANDIDATE"
"K05470.01",,8044083,296.768550,43.862000,578.21805,2.44,223.0,6089.00,0.9500,15.584,"CANDIDATE"
"K05591.01",,8959240,294.091280,45.217670,317.009388,4.03,345.0,5066.00,2.2700,13.555,"CANDIDATE"
"K05592.01",,8971044,297.483120,45.291142,482.51701,2.3,242.0,6168.00,0.9600,15.054,"CANDIDATE"
"K05597.01",,9011877,287.826780,45.331322,7.77710639,0.73,773.0,5073.00,0.8510,13.725,"CANDIDATE"
"K05718.01",,9838582,294.876280,46.607254,233.64574,5.2,296.0,5780.00,1.0000,17.106,"CANDIDATE"
"K05719.01",,9839030,295.055180,46.669750,27.285315,2.19,678.0,6304.00,1.0940,14.710,"CANDIDATE"
"K05344.01",,7018210,286.352420,42.585770,445.351255,3.66,370.0,7202.00,1.7550,13.735,"CANDIDATE"
"K05472.01",,8076215,281.954560,43.980610,97.5137491,5.27,630.0,5437.00,3.1800,12.603,"CANDIDATE"
"K05473.01",,8094942,290.847290,43.962742,549.42772,2.64,223.0,5957.00,0.9710,14.654,"CANDIDATE"
"K05474.01",,8099517,292.509580,43.957169,284.666844,8.98,486.0,5248.00,4.4130,13.761,"CANDIDATE"
"K05476.01",,8105719,294.606290,43.937141,148.179343,2.52,367.0,5635.00,1.1830,15.563,"CANDIDATE"
"K05598.01",,9012244,287.998230,45.396439,376.934014,2.13,274.0,6074.00,1.0340,13.797,"CANDIDATE"
"K05600.01",,9018021,290.390320,45.389992,17.168095,4.81,603.0,5053.00,1.9070,14.498,"CANDIDATE"
"K05602.01",,9026007,293.293370,45.342541,403.163148,2.49,240.0,5812.00,0.9630,14.624,"CANDIDATE"
"K05603.01",,9026248,293.379940,45.313850,341.557931,6.81,393.0,5138.00,3.0980,12.472,"CANDIDATE"
"K05604.01",,9044060,298.283080,45.373589,476.91977,2.49,321.0,6282.00,1.7250,12.952,"CANDIDATE"
"K05605.01",,9047416,299.191710,45.343540,9.011888,7.04,1105.0,5627.00,1.7350,14.321,"CANDIDATE"
"K05725.01",,9851638,298.943300,46.679771,351.25069,2.23,186.0,4828.00,0.6300,15.806,"CANDIDATE"
"K05727.01",,9881660,287.367370,46.768650,65.3558881,2.61,337.0,4703.00,0.7640,15.676,"CANDIDATE"
"K05732.01",,9910043,298.569700,46.753971,39.399926,1.52,499.0,5913.00,0.7950,15.453,"CANDIDATE"
"K05352.01",,7101726,286.199860,42.613010,270.1430241,,,,,15.059,"CANDIDATE"
"K05358.01",,7125794,294.152340,42.618980,126.586058,1.54,460.0,6611.00,1.2490,12.968,"CANDIDATE"
"K05359.01",,7130612,295.413570,42.663071,2.7200197,1.53,713.0,3939.00,0.5270,16.560,"CANDIDATE"
"K05479.01",,8125917,299.988010,43.917721,18.347081,5.65,855.0,5465.00,1.7020,14.261,"CANDIDATE"
"K05480.01",,8129333,300.872040,43.973541,57.140035,5.78,588.0,5936.00,1.4600,16.558,"CANDIDATE"
